Resale Price (RM),Brand Make,Model,Year of Manufacturer,Mileage (KM),Condition,Petrol Type,Transmission Type
121618,Lexus,ES,2020,109680,Fair,Petrol,Automatic
89238,Toyota,Corolla,2022,72039,Very Good,Petrol,CVT
107278,Mazda,Mazda6,2021,82424,Very Good,Petrol,Automatic
21311,Honda,Jazz,2017,194320,Fair,Petrol,Automatic
92524,Nissan,Serena,2022,60792,Very Good,Petrol,Automatic
62085,Toyota,Yaris,2023,47652,Good,Petrol,Automatic
64231,Mazda,Mazda3,2021,102676,Fair,Petrol,Automatic
143012,Lexus,ES,2020,67245,Good,Petrol,Automatic
29377,Mazda,Mazda2,2017,100664,Good,Petrol,Automatic
117167,Mazda,Mazda6,2022,72438,Good,Petrol,Automatic
122165,Toyota,Corolla,2024,27051,Excellent,Petrol,CVT
29510,Nissan,Serena,2016,225666,Fair,Petrol,Automatic
105114,Mazda,CX-5,2022,74529,Good,Petrol,Automatic
65550,Toyota,Fortuner,2019,80724,Fair,Petrol,Automatic
155191,Mazda,CX-5,2024,13774,Excellent,Petrol,Automatic
70107,Toyota,Vios,2023,53330,Very Good,Petrol,CVT
297505,Lexus,ES,2024,16431,Excellent,Hybrid,Automatic
61344,Lexus,NX,2016,238734,Poor,Petrol,Automatic
75590,Mazda,Mazda2,2023,46726,Very Good,Petrol,Automatic
55032,Nissan,Navara,2020,73625,Very Good,Diesel,Automatic
108719,Mazda,Mazda6,2022,68205,Good,Petrol,Automatic
84879,Mazda,Mazda3,2021,48764,Very Good,Petrol,Automatic
61358,Toyota,Camry,2018,87619,Fair,Petrol,Automatic
163273,Lexus,IS,2022,48333,Good,Petrol,Automatic
54578,Mazda,CX-5,2018,142366,Good,Petrol,Automatic
37191,Honda,CR-V,2017,211480,Fair,Petrol,Automatic
121198,Mazda,Mazda3,2023,26396,Excellent,Petrol,Automatic
83211,Mazda,CX-5,2020,72915,Very Good,Petrol,Automatic
44774,Honda,Civic,2019,106218,Fair,Petrol,Automatic
18594,Toyota,Yaris,2016,246789,Fair,Petrol,Automatic
196420,Lexus,ES,2022,65697,Good,Hybrid,Automatic
52927,Mazda,Mazda2,2021,88396,Good,Petrol,Automatic
44186,Honda,HR-V,2020,135655,Fair,Petrol,Automatic
91377,Honda,BR-V,2024,13887,Excellent,Petrol,Automatic
43118,Nissan,Almera,2021,89156,Good,Petrol,CVT
64440,Mazda,Mazda2,2022,43860,Very Good,Petrol,Automatic
80857,Lexus,NX,2016,144756,Fair,Petrol,Automatic
97513,Nissan,X-Trail,2022,68904,Very Good,Petrol,Automatic
74653,Toyota,Corolla,2021,75892,Very Good,Petrol,Automatic
66361,Nissan,Navara,2021,57164,Very Good,Petrol,Automatic
41285,Toyota,Corolla,2017,158216,Good,Petrol,Automatic
38749,Lexus,IS,2015,175170,Poor,Petrol,Automatic
98757,Nissan,X-Trail,2022,65892,Very Good,Petrol,Automatic
40775,Mazda,CX-5,2017,141472,Fair,Petrol,Automatic
86149,Honda,City,2024,26390,Excellent,Petrol,CVT
84146,Honda,Civic,2022,76548,Good,Petrol,Automatic
131491,Toyota,Fortuner,2022,51768,Very Good,Diesel,Manual
50532,Honda,City,2021,68988,Very Good,Petrol,Automatic
97390,Honda,Accord,2021,109480,Good,Petrol,Automatic
147136,Nissan,X-Trail,2024,12950,Excellent,Petrol,Automatic
140099,Nissan,Serena,2024,13618,Excellent,Petrol,Automatic
172975,Mazda,Mazda6,2024,19228,Excellent,Petrol,Automatic
34530,Toyota,Vios,2018,91462,Good,Petrol,Automatic
144185,Honda,Accord,2023,34578,Excellent,Hybrid,Automatic
26502,Mazda,Mazda3,2015,207350,Fair,Petrol,Automatic
128085,Toyota,Corolla,2024,15378,Excellent,Petrol,CVT
32697,Honda,HR-V,2018,168756,Fair,Petrol,Automatic
60479,Mazda,Mazda2,2022,68496,Very Good,Petrol,Automatic
39518,Nissan,Navara,2018,128471,Good,Diesel,Manual
220358,Lexus,RX,2021,65112,Good,Petrol,Automatic
53993,Honda,CR-V,2019,146658,Fair,Petrol,Automatic
142054,Mazda,Mazda3,2024,14258,Excellent,Petrol,Automatic
85860,Toyota,Corolla,2022,51216,Very Good,Petrol,CVT
81189,Lexus,NX,2016,128673,Fair,Petrol,Automatic
22341,Honda,Civic,2014,174955,Fair,Petrol,CVT
110933,Toyota,Hilux,2024,19347,Excellent,Diesel,Automatic
57444,Honda,CR-V,2019,81528,Fair,Petrol,Automatic
63447,Nissan,Navara,2021,59980,Good,Diesel,Automatic
95687,Toyota,Hilux,2023,41268,Very Good,Diesel,Manual
40305,Nissan,Navara,2019,99186,Fair,Petrol,Manual
50896,Honda,Accord,2018,161616,Fair,Petrol,Automatic
167775,Mazda,Mazda6,2024,25849,Excellent,Petrol,Automatic
211462,Lexus,IS,2023,31954,Excellent,Petrol,Automatic
77455,Nissan,Almera,2024,23375,Excellent,Petrol,CVT
72543,Mazda,Mazda6,2020,107510,Fair,Petrol,Automatic
206487,Lexus,IS,2023,33040,Excellent,Petrol,Automatic
41439,Mazda,Mazda6,2016,149445,Fair,Petrol,Automatic
36476,Nissan,Almera,2020,117435,Good,Petrol,CVT
257339,Lexus,ES,2023,36128,Excellent,Petrol,Automatic
74660,Honda,HR-V,2022,83688,Good,Petrol,Automatic
25879,Nissan,Navara,2016,158778,Fair,Petrol,Manual
35192,Toyota,Camry,2016,210771,Poor,Hybrid,Automatic
53223,Honda,City,2021,78840,Very Good,Petrol,CVT
333341,Lexus,RX,2023,27074,Excellent,Hybrid,Automatic
60541,Toyota,Yaris,2022,66861,Very Good,Petrol,Automatic
101253,Nissan,X-Trail,2022,57984,Very Good,Petrol,Automatic
51369,Mazda,Mazda3,2018,166992,Good,Petrol,Automatic
79988,Lexus,RX,2015,193340,Fair,Petrol,Automatic
76655,Honda,HR-V,2022,52164,Very Good,Petrol,Automatic
33472,Mazda,Mazda6,2016,176364,Poor,Petrol,Automatic
74774,Toyota,Fortuner,2020,105405,Fair,Diesel,Manual
65573,Honda,CR-V,2020,115555,Fair,Petrol,Automatic
57242,Mazda,CX-5,2018,154259,Good,Petrol,Automatic
68816,Honda,HR-V,2021,75972,Very Good,Petrol,Automatic
78883,Toyota,Vios,2023,26908,Excellent,Petrol,Automatic
61297,Toyota,Vios,2022,68148,Good,Petrol,Automatic
72990,Honda,BR-V,2023,50824,Good,Petrol,Automatic
85958,Toyota,Vios,2024,26447,Excellent,Petrol,CVT
24105,Nissan,Almera,2018,114485,Fair,Petrol,Automatic
83056,Honda,City,2024,24555,Excellent,Petrol,CVT
69896,Honda,Civic,2021,88512,Good,Petrol,CVT
77905,Lexus,RX,2016,155358,Poor,Petrol,Automatic
31210,Toyota,Yaris,2018,160685,Good,Petrol,Automatic
74637,Honda,HR-V,2022,41157,Good,Petrol,Automatic
145988,Mazda,CX-5,2024,24533,Excellent,Petrol,Automatic
101290,Nissan,Navara,2024,20300,Excellent,Diesel,Automatic
109217,Lexus,NX,2017,131144,Good,Petrol,Automatic
51901,Mazda,Mazda6,2018,175966,Fair,Petrol,Automatic
108002,Honda,CR-V,2022,72936,Very Good,Petrol,Automatic
111879,Mazda,CX-5,2022,46626,Very Good,Petrol,Automatic
65241,Lexus,IS,2017,180312,Fair,Hybrid,Automatic
67047,Toyota,Hilux,2021,108820,Good,Diesel,Automatic
86724,Lexus,NX,2017,151264,Fair,Petrol,Automatic
34607,Honda,HR-V,2017,135872,Good,Petrol,Automatic
179205,Lexus,RX,2021,106396,Fair,Petrol,Automatic
32146,Mazda,Mazda2,2018,161903,Good,Petrol,Automatic
173506,Mazda,Mazda6,2024,18323,Excellent,Petrol,Automatic
121825,Toyota,Camry,2022,64680,Good,Petrol,Automatic
72037,Honda,Accord,2020,119985,Fair,Petrol,Automatic
79303,Honda,CR-V,2020,96530,Very Good,Petrol,Automatic
65942,Toyota,Corolla,2020,84250,Very Good,Petrol,Automatic
66517,Toyota,Vios,2022,64761,Very Good,Petrol,CVT
49887,Mazda,Mazda3,2019,118392,Fair,Petrol,Automatic
103789,Nissan,Navara,2024,18323,Excellent,Diesel,Automatic
58471,Toyota,Camry,2017,185680,Good,Hybrid,Automatic
112203,Toyota,Corolla,2023,26056,Excellent,Petrol,CVT
36340,Honda,CR-V,2016,183222,Fair,Petrol,Automatic
45024,Mazda,CX-5,2018,183470,Fair,Petrol,Automatic
43561,Nissan,Navara,2019,152958,Good,Petrol,Automatic
48886,Honda,Accord,2017,122976,Fair,Hybrid,Automatic
40869,Toyota,Corolla,2018,121009,Fair,Petrol,CVT
19585,Honda,Jazz,2016,184230,Fair,Petrol,Automatic
62477,Nissan,Navara,2021,56720,Very Good,Petrol,Manual
128917,Nissan,Serena,2024,20716,Excellent,Petrol,Automatic
189501,Lexus,ES,2022,74877,Very Good,Petrol,Automatic
126077,Honda,CR-V,2023,39548,Excellent,Petrol,Automatic
145290,Honda,CR-V,2024,17122,Excellent,Petrol,Automatic
174283,Lexus,NX,2020,88820,Good,Hybrid,Automatic
64403,Honda,BR-V,2022,37185,Good,Petrol,Automatic
62647,Honda,BR-V,2022,36846,Good,Petrol,Automatic
119557,Honda,Civic,2024,16229,Excellent,Petrol,CVT
157155,Lexus,ES,2021,101724,Good,Hybrid,Automatic
145057,Mazda,CX-5,2024,22634,Excellent,Petrol,Automatic
23406,Honda,Accord,2014,221518,Poor,Hybrid,Automatic
131678,Mazda,CX-5,2023,35388,Excellent,Petrol,Automatic
92097,Honda,Accord,2020,60715,Very Good,Petrol,Automatic
67487,Nissan,Almera,2023,33824,Excellent,Petrol,Automatic
253588,Lexus,ES,2023,30044,Excellent,Petrol,Automatic
50385,Honda,City,2021,94624,Good,Petrol,CVT
110988,Honda,Civic,2023,37610,Excellent,Petrol,CVT
77529,Nissan,Navara,2023,52930,Good,Diesel,Automatic
73405,Honda,City,2023,43696,Very Good,Petrol,Automatic
96659,Toyota,Hilux,2023,50566,Very Good,Diesel,Automatic
66072,Lexus,ES,2016,217224,Fair,Petrol,Automatic
69047,Mazda,Mazda2,2023,43106,Good,Petrol,Automatic
45312,Honda,Jazz,2021,107528,Good,Petrol,CVT
132585,Mazda,Mazda3,2024,23561,Excellent,Petrol,Automatic
128339,Honda,CR-V,2023,35922,Excellent,Petrol,Automatic
324630,Lexus,RX,2023,25832,Excellent,Petrol,Automatic
123592,Mazda,CX-5,2023,44236,Good,Petrol,Automatic
84638,Honda,Jazz,2024,15034,Excellent,Petrol,CVT
32307,Mazda,Mazda2,2019,149256,Fair,Petrol,Automatic
64823,Lexus,NX,2015,203780,Fair,Hybrid,Automatic
54567,Nissan,Navara,2020,76090,Very Good,Diesel,Manual
127612,Lexus,NX,2018,115724,Good,Hybrid,Automatic
169320,Mazda,Mazda6,2024,13115,Excellent,Petrol,Automatic
248374,Lexus,IS,2024,20207,Excellent,Petrol,Automatic
76432,Nissan,Navara,2022,53316,Very Good,Diesel,Manual
77316,Honda,Jazz,2024,20442,Excellent,Petrol,Automatic
51034,Mazda,Mazda3,2018,147455,Good,Petrol,Automatic
182299,Toyota,Fortuner,2024,20244,Excellent,Diesel,Automatic
14611,Mazda,Mazda2,2015,226310,Poor,Petrol,Automatic
123696,Lexus,NX,2019,123420,Fair,Petrol,Automatic
54252,Honda,BR-V,2021,59456,Very Good,Petrol,Automatic
158391,Mazda,CX-5,2024,15806,Excellent,Petrol,Automatic
73424,Nissan,Almera,2024,19815,Excellent,Petrol,CVT
162684,Lexus,NX,2020,117565,Good,Hybrid,Automatic
15097,Nissan,Almera,2016,134235,Poor,Petrol,CVT
81411,Mazda,Mazda6,2020,110395,Good,Petrol,Automatic
14111,Honda,BR-V,2015,204760,Poor,Petrol,Automatic
70955,Toyota,Fortuner,2019,97554,Fair,Diesel,Automatic
75258,Lexus,IS,2017,185360,Good,Petrol,Automatic
80678,Mazda,Mazda2,2023,39864,Excellent,Petrol,Automatic
70776,Toyota,Hilux,2021,55036,Very Good,Petrol,Manual
125156,Toyota,Corolla,2024,12375,Excellent,Petrol,Automatic
120300,Lexus,RX,2018,131369,Fair,Petrol,Automatic
114645,Honda,HR-V,2024,15086,Excellent,Petrol,Automatic
166844,Lexus,IS,2022,64521,Good,Petrol,Automatic
93720,Nissan,Navara,2023,38104,Excellent,Petrol,Manual
129758,Nissan,Serena,2024,18529,Excellent,Petrol,Automatic
136665,Lexus,RX,2018,134610,Good,Petrol,Automatic
170139,Mazda,Mazda6,2024,23986,Excellent,Petrol,Automatic
195519,Lexus,IS,2023,34640,Excellent,Petrol,Automatic
94503,Nissan,X-Trail,2022,46551,Good,Petrol,Automatic
131986,Mazda,Mazda6,2023,43560,Good,Petrol,Automatic
54732,Honda,City,2021,73680,Very Good,Petrol,Automatic
43703,Nissan,X-Trail,2018,138439,Fair,Petrol,Automatic
61213,Mazda,CX-5,2020,125905,Fair,Petrol,Automatic
248191,Lexus,ES,2023,33530,Excellent,Petrol,Automatic
47946,Mazda,Mazda3,2018,168490,Good,Petrol,Automatic
130166,Toyota,Corolla,2024,13468,Excellent,Petrol,Automatic
39679,Toyota,Corolla,2017,155840,Good,Petrol,CVT
26319,Toyota,Yaris,2018,164234,Fair,Petrol,Automatic
95121,Nissan,X-Trail,2022,41793,Good,Petrol,Automatic
45194,Toyota,Yaris,2021,105960,Good,Petrol,Automatic
87372,Lexus,IS,2019,120240,Fair,Hybrid,Automatic
98319,Honda,HR-V,2023,27780,Excellent,Petrol,Automatic
25889,Honda,City,2017,101928,Fair,Petrol,Automatic
128206,Lexus,IS,2020,63040,Good,Hybrid,Automatic
216254,Lexus,NX,2022,50040,Good,Petrol,Automatic
73380,Honda,CR-V,2020,97610,Good,Petrol,Automatic
119493,Mazda,Mazda3,2023,39816,Excellent,Petrol,Automatic
76606,Toyota,Hilux,2022,81708,Very Good,Diesel,Manual
242572,Lexus,IS,2024,18508,Excellent,Hybrid,Automatic
108910,Toyota,Fortuner,2021,63388,Very Good,Diesel,Automatic
54458,Nissan,Serena,2020,108900,Fair,Petrol,Automatic
54633,Toyota,Vios,2021,69948,Very Good,Petrol,Automatic
107005,Nissan,Navara,2024,13264,Excellent,Diesel,Manual
30766,Mazda,Mazda3,2015,121440,Fair,Petrol,Automatic
148147,Nissan,X-Trail,2024,22714,Excellent,Petrol,Automatic
49878,Nissan,Navara,2021,107020,Fair,Petrol,Automatic
33862,Honda,Accord,2015,235660,Fair,Petrol,Automatic
69096,Honda,City,2023,48390,Very Good,Petrol,Automatic
258931,Lexus,ES,2023,34568,Excellent,Hybrid,Automatic
37533,Mazda,Mazda3,2017,157184,Fair,Petrol,Automatic
82555,Honda,City,2024,25159,Excellent,Petrol,CVT
82100,Nissan,X-Trail,2021,63364,Good,Petrol,Automatic
40806,Nissan,Almera,2020,76880,Very Good,Petrol,CVT
98217,Nissan,Serena,2022,49047,Very Good,Petrol,Automatic
34793,Nissan,Almera,2021,111888,Fair,Petrol,Automatic
61865,Nissan,Almera,2023,55818,Very Good,Petrol,Automatic
137775,Mazda,Mazda6,2023,51784,Good,Petrol,Automatic
162582,Toyota,Fortuner,2023,27246,Excellent,Diesel,Automatic
50539,Honda,City,2021,103432,Good,Petrol,Automatic
166909,Mazda,Mazda6,2024,24548,Excellent,Petrol,Automatic
63447,Nissan,Serena,2020,98210,Good,Petrol,Automatic
85952,Nissan,Serena,2022,59319,Good,Petrol,Automatic
68644,Honda,Accord,2020,106930,Fair,Hybrid,Automatic
24628,Mazda,Mazda3,2016,250794,Poor,Petrol,Automatic
44610,Toyota,Hilux,2019,72546,Fair,Petrol,Manual
105414,Honda,HR-V,2024,15905,Excellent,Petrol,Automatic
69322,Honda,Civic,2021,75984,Good,Petrol,Automatic
194241,Lexus,ES,2022,65820,Very Good,Hybrid,Automatic
48767,Toyota,Corolla,2019,150258,Good,Petrol,CVT
104716,Nissan,Serena,2023,54342,Good,Petrol,Automatic
111288,Mazda,CX-5,2022,56376,Very Good,Petrol,Automatic
100974,Mazda,Mazda6,2021,97840,Good,Petrol,Automatic
43619,Honda,Civic,2018,166691,Good,Petrol,CVT
186644,Toyota,Fortuner,2024,21120,Excellent,Diesel,Manual
348011,Lexus,NX,2024,16830,Excellent,Petrol,Automatic
72487,Nissan,X-Trail,2020,116205,Good,Petrol,Automatic
55303,Honda,City,2022,78774,Good,Petrol,Automatic
102151,Honda,Accord,2021,50960,Good,Hybrid,Automatic
60253,Toyota,Corolla,2020,120340,Good,Petrol,CVT
57612,Nissan,Navara,2021,83448,Good,Diesel,Automatic
137927,Nissan,Serena,2024,22380,Excellent,Petrol,Automatic
105044,Toyota,Corolla,2023,44336,Very Good,Petrol,CVT
145997,Nissan,X-Trail,2024,24838,Excellent,Petrol,Automatic
65566,Mazda,Mazda6,2018,105728,Good,Petrol,Automatic
267298,Lexus,NX,2023,53730,Very Good,Petrol,Automatic
89322,Toyota,Fortuner,2020,101475,Good,Petrol,Automatic
80572,Toyota,Yaris,2024,26801,Excellent,Petrol,Automatic
84256,Mazda,Mazda3,2021,57788,Very Good,Petrol,Automatic
51239,Honda,Jazz,2021,59384,Very Good,Petrol,CVT
60599,Lexus,RX,2014,157267,Poor,Petrol,Automatic
340297,Lexus,NX,2024,25090,Excellent,Petrol,Automatic
375510,Lexus,RX,2024,13758,Excellent,Petrol,Automatic
235772,Lexus,IS,2024,16710,Excellent,Hybrid,Automatic
210712,Lexus,RX,2021,79960,Good,Petrol,Automatic
16979,Mazda,Mazda3,2014,287177,Poor,Petrol,Automatic
80506,Mazda,Mazda6,2021,103248,Fair,Petrol,Automatic
87980,Toyota,Vios,2024,14138,Excellent,Petrol,Automatic
295470,Lexus,RX,2023,44722,Good,Petrol,Automatic
103478,Lexus,NX,2018,173460,Fair,Petrol,Automatic
32498,Nissan,Almera,2019,97374,Good,Petrol,CVT
166763,Lexus,ES,2021,84064,Good,Hybrid,Automatic
101903,Toyota,Fortuner,2021,79132,Good,Diesel,Automatic
319204,Lexus,RX,2023,43306,Very Good,Petrol,Automatic
82532,Lexus,IS,2018,156870,Good,Hybrid,Automatic
93419,Lexus,IS,2018,113897,Good,Petrol,Automatic
21509,Mazda,Mazda2,2016,191097,Fair,Petrol,Automatic
120569,Honda,Civic,2024,22073,Excellent,Petrol,CVT
67327,Nissan,Navara,2022,80256,Good,Diesel,Automatic
43151,Honda,Jazz,2020,77620,Good,Petrol,Automatic
126926,Nissan,X-Trail,2023,38292,Excellent,Petrol,Automatic
31552,Toyota,Vios,2018,178773,Good,Petrol,Automatic
66039,Honda,Jazz,2023,51120,Very Good,Petrol,CVT
111623,Honda,Accord,2022,46074,Good,Hybrid,Automatic
84641,Nissan,Serena,2021,70616,Very Good,Petrol,Automatic
135554,Nissan,X-Trail,2024,19283,Excellent,Petrol,Automatic
57773,Nissan,Navara,2021,95788,Good,Petrol,Automatic
57886,Mazda,Mazda6,2017,136712,Good,Petrol,Automatic
86808,Toyota,Camry,2019,109542,Good,Petrol,Automatic
54946,Toyota,Hilux,2020,135930,Good,Diesel,Manual
118622,Toyota,Corolla,2024,23132,Excellent,Petrol,Automatic
86476,Toyota,Camry,2019,82008,Good,Hybrid,Automatic
53199,Mazda,Mazda2,2021,96892,Very Good,Petrol,Automatic
132571,Toyota,Camry,2022,82197,Very Good,Hybrid,Automatic
229990,Lexus,NX,2022,69906,Good,Petrol,Automatic
34653,Toyota,Yaris,2019,119070,Good,Petrol,Automatic
16361,Honda,BR-V,2015,157090,Poor,Petrol,Automatic
273097,Lexus,ES,2024,25159,Excellent,Hybrid,Automatic
56229,Nissan,Serena,2019,148224,Good,Petrol,Automatic
128636,Toyota,Fortuner,2022,36612,Good,Petrol,Automatic
135446,Mazda,Mazda3,2024,15190,Excellent,Petrol,Automatic
73174,Lexus,RX,2016,193536,Poor,Petrol,Automatic
38753,Honda,HR-V,2019,164466,Fair,Petrol,Automatic
82467,Toyota,Hilux,2022,39105,Good,Diesel,Manual
55310,Honda,CR-V,2018,115241,Good,Petrol,Automatic
127135,Honda,Civic,2024,12656,Excellent,Petrol,CVT
40690,Nissan,Serena,2018,131439,Fair,Petrol,Automatic
378770,Lexus,RX,2024,12824,Excellent,Hybrid,Automatic
58987,Toyota,Camry,2017,186720,Good,Petrol,Automatic
387025,Lexus,RX,2024,27223,Excellent,Hybrid,Automatic
91376,Honda,Accord,2020,67255,Good,Petrol,Automatic
85506,Toyota,Vios,2024,21254,Excellent,Petrol,Automatic
134642,Nissan,Serena,2024,25588,Excellent,Petrol,Automatic
25917,Nissan,X-Trail,2016,202275,Poor,Petrol,Automatic
25077,Toyota,Corolla,2015,185830,Fair,Petrol,CVT
245300,Lexus,IS,2024,26959,Excellent,Hybrid,Automatic
77908,Nissan,Almera,2024,12422,Excellent,Petrol,CVT
38116,Nissan,Almera,2021,105452,Fair,Petrol,CVT
70186,Toyota,Yaris,2023,37074,Excellent,Petrol,Automatic
154400,Mazda,CX-5,2024,21979,Excellent,Petrol,Automatic
75897,Mazda,Mazda2,2023,37214,Excellent,Petrol,Automatic
73143,Lexus,IS,2017,164048,Good,Petrol,Automatic
78377,Lexus,IS,2017,122792,Good,Petrol,Automatic
63358,Nissan,Almera,2023,36172,Excellent,Petrol,Automatic
121996,Toyota,Fortuner,2022,40116,Good,Petrol,Automatic
105161,Nissan,Serena,2023,55438,Very Good,Petrol,Automatic
62487,Toyota,Hilux,2021,107460,Good,Diesel,Manual
31928,Mazda,Mazda3,2016,190818,Fair,Petrol,Automatic
83528,Mazda,Mazda6,2020,121080,Good,Petrol,Automatic
231575,Lexus,NX,2022,59283,Very Good,Hybrid,Automatic
332264,Lexus,RX,2023,33702,Excellent,Petrol,Automatic
48629,Mazda,CX-5,2018,130249,Fair,Petrol,Automatic
103454,Lexus,ES,2018,123991,Good,Hybrid,Automatic
37333,Nissan,Navara,2019,158844,Fair,Petrol,Automatic
64910,Nissan,Navara,2021,60572,Very Good,Diesel,Manual
44525,Mazda,Mazda6,2017,181968,Fair,Petrol,Automatic
47842,Honda,BR-V,2020,75330,Very Good,Petrol,Automatic
372604,Lexus,RX,2024,23826,Excellent,Petrol,Automatic
68390,Mazda,Mazda3,2020,119345,Good,Petrol,Automatic
127686,Mazda,CX-5,2023,39166,Excellent,Petrol,Automatic
96751,Mazda,Mazda6,2021,79488,Good,Petrol,Automatic
70795,Nissan,Navara,2022,65901,Good,Petrol,Automatic
75973,Nissan,X-Trail,2020,96570,Very Good,Petrol,Automatic
178635,Lexus,NX,2020,76595,Very Good,Petrol,Automatic
127016,Mazda,Mazda6,2023,44152,Good,Petrol,Automatic
47431,Mazda,Mazda3,2018,163247,Good,Petrol,Automatic
186337,Toyota,Camry,2024,24407,Excellent,Hybrid,Automatic
110250,Mazda,Mazda3,2023,47130,Good,Petrol,Automatic
151468,Lexus,IS,2021,76524,Very Good,Petrol,Automatic
140945,Mazda,Mazda3,2024,27492,Excellent,Petrol,Automatic
54645,Nissan,Serena,2020,109325,Fair,Petrol,Automatic
59308,Honda,Civic,2020,113235,Good,Petrol,CVT
65563,Honda,Civic,2020,94625,Very Good,Petrol,CVT
74579,Mazda,Mazda3,2020,79980,Very Good,Petrol,Automatic
29787,Nissan,Serena,2016,210042,Fair,Petrol,Automatic
75334,Lexus,ES,2017,192408,Fair,Hybrid,Automatic
42950,Honda,City,2020,99395,Good,Petrol,Automatic
10407,Nissan,Almera,2014,267212,Poor,Petrol,Automatic
36125,Toyota,Yaris,2019,143760,Good,Petrol,Automatic
90205,Honda,BR-V,2024,25079,Excellent,Petrol,Automatic
163765,Lexus,RX,2020,124415,Fair,Hybrid,Automatic
74461,Toyota,Vios,2023,39802,Excellent,Petrol,Automatic
36604,Toyota,Hilux,2018,127099,Fair,Diesel,Automatic
120424,Toyota,Fortuner,2022,60387,Good,Diesel,Manual
85003,Honda,Civic,2022,39450,Very Good,Petrol,Automatic
41924,Nissan,Serena,2017,128592,Good,Petrol,Automatic
65125,Mazda,Mazda2,2022,52137,Very Good,Petrol,Automatic
79700,Toyota,Vios,2023,26492,Excellent,Petrol,Automatic
137016,Mazda,Mazda3,2024,26468,Excellent,Petrol,Automatic
72372,Toyota,Vios,2023,46298,Good,Petrol,CVT
13745,Toyota,Vios,2014,300597,Fair,Petrol,CVT
108318,Honda,HR-V,2024,16419,Excellent,Petrol,Automatic
110012,Honda,Civic,2023,34768,Excellent,Petrol,Automatic
62347,Mazda,Mazda6,2018,168763,Good,Petrol,Automatic
165465,Lexus,IS,2022,65160,Good,Hybrid,Automatic
26251,Honda,Jazz,2017,137088,Good,Petrol,CVT
63823,Honda,BR-V,2022,39873,Good,Petrol,Automatic
52501,Mazda,CX-5,2018,172361,Good,Petrol,Automatic
39262,Mazda,Mazda3,2018,193767,Fair,Petrol,Automatic
52826,Mazda,Mazda6,2018,136731,Fair,Petrol,Automatic
115344,Lexus,ES,2020,137660,Fair,Petrol,Automatic
117688,Mazda,Mazda3,2023,28602,Excellent,Petrol,Automatic
34284,Toyota,Corolla,2017,173144,Fair,Petrol,Automatic
142007,Nissan,X-Trail,2024,18900,Excellent,Petrol,Automatic
122311,Toyota,Fortuner,2022,65733,Good,Diesel,Automatic
53578,Toyota,Fortuner,2017,178640,Good,Diesel,Manual
26847,Honda,HR-V,2017,213928,Fair,Petrol,Automatic
51604,Honda,CR-V,2019,155004,Fair,Petrol,Automatic
19804,Nissan,Navara,2016,154557,Poor,Diesel,Manual
84983,Toyota,Yaris,2024,24456,Excellent,Petrol,Automatic
186922,Lexus,RX,2020,135535,Good,Petrol,Automatic
26925,Nissan,Almera,2019,121842,Fair,Petrol,CVT
116188,Honda,Accord,2022,82371,Good,Hybrid,Automatic
77637,Mazda,Mazda2,2023,39096,Excellent,Petrol,Automatic
45246,Honda,BR-V,2020,103015,Good,Petrol,Automatic
172348,Toyota,Fortuner,2024,17050,Excellent,Diesel,Manual
235446,Lexus,ES,2023,52550,Very Good,Hybrid,Automatic
65524,Lexus,NX,2015,225710,Fair,Petrol,Automatic
44352,Nissan,Almera,2021,79904,Good,Petrol,CVT
78015,Nissan,Almera,2024,14501,Excellent,Petrol,Automatic
52538,Nissan,Navara,2021,101424,Fair,Petrol,Manual
80633,Toyota,Yaris,2024,21366,Excellent,Petrol,Automatic
82106,Mazda,Mazda3,2021,80752,Good,Petrol,Automatic
50633,Honda,HR-V,2021,107516,Fair,Petrol,Automatic
55166,Mazda,Mazda2,2021,94568,Very Good,Petrol,Automatic
32682,Nissan,Serena,2016,122787,Fair,Petrol,Automatic
38945,Toyota,Hilux,2018,84497,Fair,Diesel,Manual
34094,Toyota,Corolla,2017,180176,Fair,Petrol,CVT
27407,Nissan,Almera,2019,129066,Fair,Petrol,CVT
53216,Honda,Civic,2020,110790,Fair,Petrol,CVT
232103,Lexus,IS,2024,23165,Excellent,Hybrid,Automatic
126574,Nissan,X-Trail,2023,33854,Excellent,Petrol,Automatic
